Time	Disney	Exxon	McDonalds	Risk-Free Return	Date
1997.5	0.008660436	0.048979592	0.112548515	0.004294	2953152000
1997.583333	-0.049497291	-0.041284047	-0.118232556	0.004058	2955657600
1997.666667	0.049633849	0.046986722	0.00660502	0.004576	2958422400
1997.75	0.023348836	-0.040975608	-0.05905512	0.003911	2961100800
1997.833333	0.152503789	-0.000447609	0.084128313	0.003773	2963520000
1997.916667	0.042791311	0.003073771	-0.015463918	0.004629	2966371200
1998	0.080883838	-0.030643513	-0.013089005	0.004204	2968963200
1998.083333	0.047368422	0.081728138	0.159575597	0.003847	2971382400
1998.166667	-0.046342824	0.060784314	0.099656358	0.004485	2974147200
1998.25	0.168337241	0.080406651	0.03125	0.004308	2976739200
1998.333333	-0.090817861	-0.029461078	0.062060606	0.003805	2979244800
1998.416667	-0.072295807	0.012411348	0.051428571	0.004021	2982009600
1998.5	-0.015157645	-0.015761821	-0.031702898	0.003873	2984688000
1998.583333	-0.203266785	-0.062669039	-0.154873714	0.004012	2987366400
1998.666667	-0.075170845	0.079274118	0.058758315	0.003875	2989958400
1998.75	0.063645318	0.014159292	0.123560213	0.003353	2992550400
1998.833333	0.194895595	0.052844677	0.046076421	0.003233	2995228800
1998.916667	-0.067961164	-0.025	0.096342549	0.003779	2997907200
1999	0.100000002	-0.039316241	0.026037429	0.003494	3000412800
1999.083333	0.066287875	-0.046654806	0.078509122	0.003372	3002832000
1999.166667	-0.11545293	0.060093898	0.067323528	0.004076	3005683200
1999.25	0.020080321	0.177147925	-0.064827584	0.003784	3008275200
1999.333333	-0.082677163	-0.033438675	-0.090294987	0.003463	3010694400
1999.416667	0.057939913	-0.034428794	0.06818182	0.004098	3013545600
1999.5	-0.10547667	0.029173419	0.013677811	0.003658	3016137600
1999.583333	0.006802721	-0.001133858	-0.006326837	0.003876	3018902400
1999.666667	-0.063063063	-0.036450081	0.045317221	0.003705	3021494400
1999.75	0.01923077	-0.025493421	-0.046242774	0.003581	3024000000
1999.833333	0.05981132	0.076827005	0.09512727	0.003811	3026764800
1999.916667	0.049327355	0.01576044	-0.106648199	0.003764	3029443200
2000	0.241452992	0.035686579	-0.072868221	0.004343	3032121600
2000.083333	-0.077452667	-0.092104867	-0.15384616	0.004295	3034627200
2000.166667	0.231343284	0.034854773	0.181818187	0.004377	3037305600
2000.25	0.050000001	-0.003207698	0.018394649	0.004595	3039724800
2000.333333	-0.031746034	0.078069188	-0.059113301	0.004782	3042576000
2000.416667	-0.074515648	-0.057764441	-0.080279231	0.003744	3045168000
2000.5	-0.003220612	0.019108281	-0.043643262	0.004772	3047846400
2000.583333	0.006462036	0.025812499	-0.051587302	0.005002	3050524800
2000.666667	-0.017656501	0.091883615	0.010460251	0.005093	3053030400
2000.75	-0.063725494	0.000701262	0.026915114	0.005217	3055795200
2000.833333	-0.191972077	-0.00838122	0.03516129	0.004966	3058387200
2000.916667	0.007257019	-0.012073863	0.06666667	0.004909	3060892800
2001	0.052267846	-0.032063246	-0.13676469	0.005243	3063744000
2001.083333	0.016420361	-0.031610202	0.001703552	0.003653	3066163200
2001.166667	-0.075928926	-0.000616941	-0.096938789	0.00432	3068755200
2001.25	0.057692293	0.093827143	0.035781574	0.003864	3071433600
2001.333333	0.045289286	0.006659159	0.10109093	0.003183	3074112000
2001.416667	-0.086337805	-0.015549313	-0.106340855	0.002778	3076617600
2001.5	-0.08791966	-0.043846615	0.076866224	0.002999	3079382400
2001.583333	-0.034914613	-0.033045903	0.030542254	0.002996	3082060800
2001.666667	-0.267793924	-0.01867995	-0.096237138	0.00273	3084480000
2001.75	-0.001611208	0.001269016	-0.039425191	0.002154	3087331200
2001.833333	0.101129592	-0.046134327	0.038166493	0.001749	3089923200
2001.916667	0.02247191	0.050802074	-0.013785427	0.001484	3092601600
2002	0.016409274	-0.006361323	0.026822856	0.00139	3095280000
2002.083333	0.092117786	0.063508324	-0.039735097	0.001285	3097699200
2002.166667	0.003478258	0.061259143	0.063218378	0.001341	3100118400
2002.25	0.004332772	-0.083504528	0.023423409	0.001546	3102969600
2002.333333	-0.011647992	-0.000248889	0.054225385	0.001442	3105648000
2002.416667	-0.17503275	0.024793334	-0.04976619	0.001312	3108067200
2002.5	-0.061904766	-0.101661779	-0.130052745	0.001507	3110918400
2002.583333	-0.115623198	-0.029379696	-0.039999992	0.001402	3113510400
2002.666667	-0.034438774	-0.100141071	-0.256734014	0.001414	3116188800
2002.75	0.103038333	0.055172421	0.025481356	0.001334	3118867200
2002.833333	0.186826274	0.04070111	0.034511283	0.001166	3121372800
2002.916667	-0.166498497	0.004022971	-0.130810812	0.001079	3124137600
2003	0.072961405	-0.022610107	-0.114427872	0.000934	3126816000
2003.083333	-0.025142888	0.002928227	-0.044241581	0.000871	3129235200
2003.166667	-0.002344608	0.027336869	0.062454108	0.00102	3131913600
2003.25	0.096357189	0.007153076	0.182572633	0.000939	3134505600
2003.333333	0.053054649	0.041193202	0.095321588	0.000903	3137097600
2003.416667	0.005089078	-0.013461584	0.177789643	0.000984	3139776000
2003.5	0.109873422	-0.009189585	0.043064404	0.000674	3142454400
2003.583333	-0.064781025	0.066610418	-0.025641032	0.000689	3144960000
2003.666667	-0.016097557	-0.029177779	0.049955435	0.000865	3147724800
2003.75	0.122459061	-0.000546356	0.062022049	0.0007	3150403200
2003.833333	0.019876359	-0.003553884	0.041199967	0.000725	3152822400
2003.916667	0.019488946	0.132596657	-0.031213393	0.000831	3155673600
2004	0.028718391	-0.005121929	0.036649209	0.000696	3158265600
2004.083333	0.105416693	0.039960705	0.099456079	0.000623	3160684800
2004.166667	-0.058047526	-0.013753807	0.009540653	0.000844	3163536000
2004.25	-0.078431338	0.02308245	-0.046902351	0.000795	3166128000
2004.333333	0.019105455	0.022796728	-0.030481085	0.000603	3168547200
2004.416667	0.086067341	0.026820805	-0.015151501	0.000817	3171398400
2004.5	-0.094154559	0.04255797	0.057692308	0.000919	3173990400
2004.583333	-0.0277176	0.001511863	-0.017454529	0.001116	3176755200
2004.666667	0.004454275	0.048373178	0.037379727	0.001185	3179347200
2004.75	0.118403554	0.018415051	0.039957151	0.001129	3181852800
2004.833333	0.065820776	0.046728946	0.073413387	0.001541	3184617600
2004.916667	0.043154765	0.000195089	0.042940848	0.001672	3187296000
2005	0.029856114	0.006632855	0.010293138	0.001661	3189974400
2005.083333	-0.024100546	0.232170612	0.021302948	0.001641	3192393600
2005.166667	0.028274838	-0.058600582	-0.058645777	0.002123	3195072000
2005.25	-0.081099898	-0.043120801	-0.058766857	0.002072	3197577600
2005.333333	0.039393976	-0.009468666	0.055612456	0.002395	3200342400
2005.416667	-0.082361519	0.022597872	-0.103102796	0.002263	3202934400
2005.5	0.018268431	0.022272468	0.123243243	0.002383	3205440000
2005.583333	-0.017550658	0.024510665	0.041065149	0.00292	3208291200
2005.666667	-0.042080246	0.060767934	0.032049336	0.002848	3210883200
2005.75	0.009946195	-0.116462097	-0.056434792	0.002728	3213561600
2005.833333	0.022979049	0.038831484	0.092404999	0.003045	3216153600
2005.916667	-0.027677536	-0.032052398	-0.003840392	0.00316	3218745600
