X	y95	y75	y50	y25	y0	y-25	y-50	y-75	y-95
0.53054652	0.48054127	0.43723797	-0.1101756	0.20993662	-0.495182	-0.2234822	-0.4284944	-0.2657928	-0.4407164
0.78478576	0.85787298	0.55208592	0.19467534	0.72982633	-0.0195357	-0.4570314	-0.3572802	-0.7266802	-0.7103783
0.14333118	0.32931693	0.08083964	-0.0583197	0.22139936	0.09143279	-0.1614396	0.01658699	-0.1521199	-0.2176216
0.2621469	0.27767311	0.26686434	0.56645488	0.27794464	0.22966775	-0.1780908	-0.1031302	-0.0792572	-0.1893331
0.07028291	-0.0210045	0.22236097	0.09513014	-0.161982	-0.1671055	0.24226966	0.1406391	-0.0494658	0.01715397
0.91282967	1.03507915	0.6915498	0.56868417	-0.0226848	0.02544117	-0.313761	-0.5643517	-0.679951	-0.8828039
0.20750481	0.25791849	0.19707003	0.35243682	0.08932688	-0.2101029	0.14568528	-0.3088558	-0.0247315	-0.2540863
0.33104642	0.1304414	0.62801609	0.28698948	-0.2005295	0.03775379	0.27877469	-0.3963344	-0.1732814	-0.309373
0.47017976	0.4864518	0.44207251	0.04046397	0.38693572	-0.084452	-0.3653128	-0.3363132	-0.3591596	-0.4089216
0.14478102	0.20802404	0.45250676	0.02786264	0.66878185	-0.2259215	0.19078365	-0.6392259	-0.1723503	-0.167485
0.56920619	0.43081723	0.46845359	0.50751391	0.54249847	-0.1649394	-0.1163237	-0.3442735	-0.4945157	-0.4836644
0.83910519	0.87849656	0.80001639	0.15602443	0.44186206	-0.3217712	-0.6317444	-0.6616099	-0.3997088	-0.7367944
0.51106743	0.4577537	0.40298071	0.142201	0.45559492	0.83476555	-0.4346344	-0.0067129	-0.3216991	-0.4809999
0.35234505	0.47593686	0.12610025	-0.035855	0.47451567	-0.3746587	-0.5388666	-0.0157237	-0.8297319	-0.3366064
0.00702658	-0.0186931	0.08609516	-0.1135672	0.09960385	-0.2281783	0.0104346	-0.0780871	0.11710637	0.03962652
0.32009986	0.25047866	0.05606822	-0.1159388	0.16642256	-0.017141	-0.0366118	0.00037034	-0.2064467	-0.2976412
0.79235774	0.85232554	0.31911747	0.35115003	0.32710174	0.7132858	-0.4076809	-0.2226908	-0.4957011	-0.8304402
0.71332611	0.84421064	0.87950061	0.35385404	-0.0352432	0.23067968	-0.8408204	-0.2080966	-0.7188876	-0.7008043
0.20360213	0.29350377	0.10975585	0.1828531	0.37896363	-0.388946	-0.1423331	-0.1165151	-0.0941668	-0.3369886
0.60269569	0.50273391	0.32886423	0.3152155	0.05251445	0.34758755	-0.4121682	0.21415988	-0.0417766	-0.626192
0.72096375	0.77448724	0.20973271	0.24658556	0.18780154	-0.28904	0.05061228	-0.8877616	-0.4262139	-0.6214309
0.68778497	0.82510125	0.5425241	0.45915559	0.0116288	-0.139783	-0.0822878	-0.4753057	-0.4763248	-0.6982441
0.83558137	0.71982724	0.46283848	0.49441029	0.3930304	-0.411778	-0.3253248	-0.1849566	-0.4650917	-0.8611282
0.47813295	0.5291264	0.22660706	0.31208456	0.27747085	0.03136658	0.21119647	-0.1981977	-0.6318757	-0.3587935
0.41323203	0.55376681	0.51898181	0.03834008	0.88637434	-0.0122832	-0.0775513	-0.1688514	-0.3385872	-0.3944982
0.00242173	-0.0554752	-0.0343081	-0.3821619	0.26704587	-0.2435465	0.01487395	0.14257735	-0.1209882	0.19236944
0.7272105	0.75396815	0.58479526	0.34817316	-0.0340459	0.36218245	-0.329776	-0.2868893	-0.547614	-0.7000454
0.35140959	0.4183346	0.61358766	-0.0721404	0.47400186	-0.344686	0.37585271	-0.5338802	-0.3492939	-0.2787974
0.82590787	0.70867248	0.59166506	0.35554001	0.47349356	0.11161238	-0.2074303	-0.5667928	-0.9348742	-0.6324092
0.65878229	0.60880919	0.74942423	0.54438809	0.43285066	0.12605507	-0.2043036	-0.0801003	-0.7069583	-0.6648916
0.29187661	0.33342011	0.12370256	-0.2186439	0.01796659	0.18828537	-0.66711	-0.3213859	-0.0631783	-0.2493269
0.53362629	0.49783156	0.70908331	0.39379987	0.06565811	0.33362641	-0.1088589	-0.4628655	-0.6221949	-0.2957531
0.34186374	0.31753317	0.43105263	-0.0043908	0.34223064	0.11228712	0.35251692	-0.017816	-0.4143241	-0.3102718
0.55227629	0.47752161	0.54524558	0.4015248	-0.1162826	-0.2919024	-0.2254868	-0.6658558	-0.2280531	-0.4577428
0.89575576	0.88497172	0.87671831	0.16843488	0.14202941	0.30508426	-0.1074434	-0.7147352	-0.7386175	-1.0156215
0.6060029	0.62519224	0.68740175	0.1815324	-0.328693	-0.247798	-0.6339586	-0.5105583	-0.2190673	-0.6822621
0.80620998	0.72181149	0.73555894	0.24523831	-0.0500365	-0.3981199	-0.4300326	-0.8154193	-0.7286297	-0.7297738
0.0542324	0.1827443	0.14082948	0.10335159	-0.2019838	0.24127524	0.21810712	-0.1856685	-0.0771026	-0.1309037
0.25780271	0.18049324	0.24821699	0.45809902	0.63819755	0.19268747	-0.1428692	-0.617957	-0.1575956	-0.2625982
0.26841171	0.43722706	0.28288332	0.08553093	0.52034866	0.29706931	0.20492819	0.30478818	-0.1809969	-0.2216597
0.79345588	0.7277338	0.38322369	0.26975448	0.34479828	-0.0674643	-0.1348347	-0.7344311	-0.5677922	-0.7180249
0.87944287	0.78811849	0.67055185	0.42696491	-0.0645531	0.13291052	-0.258871	-0.8686458	-0.4007537	-0.7542883
0.09543461	0.05367903	0.43988114	0.12581002	0.42859601	-0.4064348	0.34500531	-0.0715802	-0.0973801	-0.2827205
0.70281192	0.61060306	0.42996683	0.63106592	0.11639334	-0.1014902	-0.2247931	0.02651333	-0.4858036	-0.5922543
0.96556923	0.90442114	0.56822171	0.61825408	-0.2637375	0.35519571	-0.7527657	-0.604109	-0.7882129	-0.9962429
0.91282809	0.94517505	0.65192657	0.39042898	0.3538017	-0.4279672	-0.5550573	-0.4859751	-0.6837513	-0.8577415
0.18039462	0.21593788	0.22328716	0.3741381	-0.0883293	-0.0387229	0.12147505	-0.074067	-0.1903902	-0.1549563
0.14917237	0.15505265	-0.0438726	-0.1492843	0.41740053	-0.0444449	-0.0480293	0.12693736	-0.1109833	-0.0826408
0.95093496	0.89524515	0.72504071	0.94540406	0.13907074	-0.0083184	-0.4951606	-0.4859101	-0.8777907	-1.0840128
0.80624419	0.77010799	0.66905909	0.57820094	-0.2416845	0.21493862	0.34019365	-0.4305093	-0.7325367	-0.7069827
0.00880939	0.0686928	-0.2326336	0.19426822	0.34495775	0.34388512	-0.1532454	0.16714835	-0.492181	-0.0361131
0.20994122	0.33912536	-0.3484447	-0.4091564	0.36293044	0.07389238	0.00846564	0.10403009	-0.2989304	-0.2744174
0.10490335	0.07356037	-0.1220481	-0.1170022	0.00928027	-0.2826672	-0.1315426	0.02432209	-0.0899295	-0.1364913
0.22230459	0.29189398	0.27021528	0.4001605	0.15301078	0.3993919	-0.180982	0.31518179	-0.0555699	-0.1099143
0.69457708	0.7801432	0.70558472	0.53206512	0.00790819	-0.3027509	-0.7295331	-0.4677188	-0.1542641	-0.7376615
0.95970459	0.81321353	0.70548633	0.70217272	0.07071333	-0.5036202	0.23243974	-0.2804389	-1.0304958	-1.0074575
0.35566171	0.45161697	0.2936179	-0.1394988	0.09126119	-0.2060814	-0.2661196	-0.524041	0.09227992	-0.2556412
0.26180657	0.32412527	0.38115692	0.28514206	0.20466045	-0.0092276	0.47604665	0.24622821	-0.3110532	-0.167542
0.38801034	0.34208782	0.28097516	-0.0573631	0.0686417	-0.1498146	-0.059197	-0.2079104	-0.3877792	-0.5409361
0.14470719	0.07367954	-0.133914	0.19739542	0.06658576	0.49052349	-0.0975278	-0.0143266	0.06372964	-0.2301341
0.21329415	0.17486685	0.12941149	0.35061418	-0.2364924	0.41399005	-0.5088322	0.00972951	-0.0342175	-0.25777
0.61362426	0.53707264	0.23241759	0.16808669	0.37394863	0.01247693	-0.8145933	-0.6036832	-0.2743609	-0.5086047
0.10136121	-0.0922501	0.42695648	0.4382119	0.45980951	0.15993642	-0.2148132	0.62826576	0.21760154	-0.0411213
0.31445548	0.40983409	0.2227019	0.13121127	-0.2103437	-0.3907448	-0.1988036	-0.2012477	-0.2148032	-0.3863007
0.36302945	0.34720691	0.21778479	0.14457078	-0.0421611	0.3952726	0.28051602	0.03230152	-0.3667979	-0.3632619
0.16575693	0.23159921	0.04655282	-0.0561021	0.39272195	-0.3888011	-0.1675339	0.0507514	0.13352007	-0.3321771
0.40030938	0.15456156	0.3861931	0.82710198	-0.2526554	0.28894844	-0.2702336	-0.1193485	-0.7450495	-0.4000753
0.43949682	0.44877401	0.13928993	0.4191872	0.3167349	-0.707982	-0.2164233	-0.0389774	-0.206968	-0.4388996
0.61596008	0.63275608	0.31062153	0.57691319	0.098923	0.1590321	-0.2950179	-0.6070953	-0.6180207	-0.7604351
0.52161508	0.47797162	0.7628156	0.16811949	0.30833679	0.41256941	-0.6059646	0.24309139	-0.3363959	-0.6064619
0.88894755	0.89727039	0.31098795	0.12446419	-0.0844252	0.47525352	-0.3151988	-0.4168816	-0.9278006	-0.929776
0.54558907	0.59732422	0.24922307	0.48177185	0.38469399	0.15132821	-0.3775507	-0.3464919	-0.5875553	-0.4962807
0.08231636	-0.0820076	-0.0009497	0.58384638	0.1797764	0.24896414	-0.4147992	0.31805635	0.02563936	-0.0422242
0.79098154	0.83254749	0.47189421	0.22759913	0.30280576	-0.1653908	-0.0082074	-0.4622602	-1.1949629	-0.7192101
0.22740618	0.17111365	0.15635914	0.04863318	0.35736409	0.36730114	-0.2658201	-0.1184181	-0.2790728	-0.0962615
0.11991464	0.1264949	0.16807332	0.01941111	0.76615676	0.00068119	-0.1985233	0.16828128	-0.3093983	0.00288534
0.39563451	0.41633215	0.34175867	0.61389094	0.46030358	-0.1769497	-0.1470607	-0.0604669	-0.0685779	-0.3991324
0.03477552	0.08397397	-0.0972448	-0.2263685	0.01960904	0.32263813	0.21791445	-0.3244387	0.14894023	0.07721692
0.10561012	0.00516428	0.05002371	0.01660538	0.02630307	0.15114061	0.21922783	0.0214012	0.46267894	-0.1014127
0.12888045	-0.0085518	0.18427948	-0.0181022	-0.0265845	0.14120189	-0.1677619	0.4295406	0.00545716	-0.2508138
0.14323165	0.04579598	0.09772036	0.26460452	0.0563165	0.07811274	-0.2527019	-0.0644974	0.04982354	-0.0572007
0.94708945	1.08601345	0.89999423	0.1468628	0.39301943	0.20485528	-0.2075876	-0.4382607	-0.9032089	-0.9308836
0.92233112	0.88632804	0.36629703	0.48294147	0.62797666	0.18950548	-0.0625805	-0.7262334	-0.6574334	-0.9848149
0.48757399	0.49193499	0.53920029	0.09374128	0.02683422	-0.1776309	-0.064625	-0.1043393	-0.2544678	-0.6659251
0.57300263	0.54433033	0.76785633	0.76439861	0.39375731	0.10461909	-0.4304406	-0.530997	-0.4465443	-0.6045669
0.5162284	0.37986668	0.21484332	0.41999103	-0.1435405	0.18005826	0.02278012	-0.274364	-0.4338283	-0.3912079
0.54506045	0.47692581	0.32951673	0.49873086	0.0511218	-0.2184623	0.23271247	-0.9326311	-0.4064857	-0.6814996
0.79901062	0.7329769	0.76147761	0.12511746	-0.4033905	-0.1658805	0.15689483	-0.186679	-0.3698703	-0.7617444
0.95141184	0.83198823	0.51955574	0.36930997	0.81065204	-0.0186493	-0.0545746	-0.7030528	-0.7710107	-0.903188
0.97484655	0.89473987	1.0480407	0.11329919	-0.0110359	0.24919862	-0.4199783	0.09880231	-1.0680084	-0.9294002
0.63592128	0.75200131	0.71223287	-0.0214502	-0.0214102	0.12282256	-0.2131637	-0.1450289	-0.7991467	-0.6915913
0.99524421	1.06432362	0.96057467	0.72997856	-0.2700292	-0.3142002	-0.2262602	-0.7294994	-0.7337961	-1.0378011
0.99116207	1.01333146	0.44997931	0.26082465	0.67296361	-0.4883649	-0.2521327	-0.5446904	-0.559866	-0.7777446
0.99146234	0.93178498	0.73779036	0.48402605	0.12253231	0.3569106	-0.2824544	-0.2436242	-0.8315954	-0.9173761
0.99016319	0.9379323	0.68318362	0.52590836	0.57637554	-0.5818083	0.07272387	-0.5318338	-0.7258768	-0.94763
0.54660945	0.48002195	0.42704921	0.31953407	0.04080324	0.25490444	-0.2640767	0.26869555	-0.4688025	-0.659341
0.0317485	0.02122006	0.26140976	-0.0967532	-0.228807	-0.087732	-0.5451695	0.02224263	-0.1709107	-0.0756115
0.62785862	0.73085644	0.35337251	0.50445518	0.54476941	0.31844427	-0.1155936	-0.0737715	-0.7563423	-0.4999261
0.26465175	0.20451563	0.30131059	0.10024838	-0.5287838	0.21322923	0.35984742	0.07330739	-0.2424203	-0.2274501
0.05706926	0.14644397	0.20782329	0.21704528	0.27877203	-0.123237	0.28616006	0.17504151	0.07340852	0.00686286
0.01369528	0.13092114	0.07400947	0.27684054	-0.2168564	-0.3240152	0.03795385	-0.0638954	-0.3171424	-0.0610948
0.5865632	0.58874204	0.74587072	0.16345374	0.16429849	-0.3181735	0.09939208	-0.4559329	-0.5644311	-0.703159
0.38411309	0.47946833	-0.2772428	-0.1726812	-0.2423122	-0.4741171	-0.1369985	-0.1616409	-0.1162779	-0.3781908
0.09422065	0.08656309	0.06979623	-0.1879824	-0.0945037	-0.095088	0.21291251	0.14290225	0.06004134	-0.1177581
0.8940126	0.87060769	0.82347673	0.37176449	-0.0709873	-0.2612655	-0.0063897	-0.4826343	-0.8756869	-0.7430591
0.21776867	0.17000877	0.21395057	0.48262882	-0.3841305	0.15992403	-0.5156024	-0.1462926	-0.0580508	-0.2254821
0.36708343	0.56003365	0.30271062	-0.299527	-0.0641527	-0.0571728	-0.3989581	0.02631677	-0.1696581	-0.4133199
0.99431483	0.99304152	0.43767989	0.8224177	-0.0489987	-0.195173	0.19860615	-0.6204988	-0.4328473	-0.9075424
0.0888164	-0.0356205	0.02132563	0.12964878	-0.1072084	-0.0463918	-0.3544192	-0.2577171	-0.1118664	-0.1226827
0.79838192	0.70147527	0.6322175	0.18123378	0.48289356	0.07098326	-0.3460808	-0.3224492	-0.3684692	-0.771374
0.84217951	0.92728369	0.5980621	0.1957784	0.09559955	-0.2234342	-0.0169633	-0.4773186	-0.6585426	-0.7463517
0.14312329	0.35959971	-0.0251541	-0.0184817	0.15689853	-0.2767664	0.3059172	0.18555304	-0.0089888	-0.0411636
0.9425388	0.8438508	0.90674179	0.05238281	0.01899433	0.03944915	-0.2319928	-0.0822943	-0.664494	-1.0058553
0.96443335	0.91744529	0.68932558	0.44176686	-0.1343468	0.49012997	-0.2925767	-0.7402933	-0.899835	-0.9737156
0.59119256	0.6320845	0.52472281	0.42141656	0.69473871	-0.1258668	0.08201651	-0.3988418	-0.3661215	-0.4784746
0.3560869	0.38749379	0.30043022	0.38797446	0.12889839	-0.3714233	0.10597189	-0.0710433	-0.6284839	-0.4246384
0.07601421	0.13742055	0.09434286	-0.2526831	-0.3197659	0.46743143	-0.0225559	-0.1405608	-0.0611045	-0.1548675
0.11444692	-0.0548243	-0.1564351	0.35263929	-0.2155799	0.19071946	-0.3612075	0.14279165	-0.1319684	-0.2406728
0.44556342	0.36288752	0.05740761	0.16665821	0.33260487	0.48452005	-0.6219705	-0.4588996	-0.5023716	-0.3924869
0.10291924	0.20669658	-0.2617255	0.37775327	-0.2750478	-0.3202018	0.24516533	0.20981952	0.20534992	-0.1747479
0.24606187	0.14948294	0.22387089	-0.2171962	0.01914579	0.20344578	-0.2025976	-0.3759172	-0.2518292	-0.1630394
0.80202686	0.88477374	1.05400315	0.25437102	-0.2934389	-0.0775416	-0.0447329	0.30571365	-0.7787317	-0.9245419
0.74204737	0.64495249	0.75129696	-0.0774709	0.89908735	0.14958972	0.16345033	-0.4706254	-0.7447781	-0.7191935
0.6470273	0.67623812	0.33564026	0.65594258	0.32735333	-0.1208211	-0.0370614	-0.527796	-0.5271285	-0.7002284
0.08233101	0.09160807	-0.1559792	0.0180909	-0.2844301	-0.5824814	-0.1763761	-0.4192281	-0.3787508	0.02951539
0.79235645	0.73941052	0.46547297	1.25188852	0.46150302	-0.2675618	-0.2308385	-0.4932553	-0.7235192	-0.5724314
0.32649445	0.2105219	-0.0424192	-0.4920488	0.01413487	0.39236092	-0.3565675	0.01378277	-0.0203773	-0.2701693
0.17268513	0.06964445	-0.1380741	0.16208934	0.2588048	0.32949008	-0.097094	0.20559305	-0.4252724	-0.18363
0.39627556	0.38085509	0.2772464	0.26289815	0.08854911	0.26715943	-0.2499977	-0.0309541	-0.1584501	-0.2010596
0.12534955	0.21569674	0.09228222	0.19828014	0.32630053	0.18897967	0.20578342	0.0429181	-0.1328296	-0.1233452
0.37647877	0.51402534	0.43983939	0.10835983	0.26548192	0.16748954	-0.0576695	-0.2502666	0.04864625	-0.4593421
0.39329955	0.22617382	0.40740178	-0.4676465	0.18085655	0.33987041	-0.2090219	-0.4963642	-0.3475557	-0.4806931
0.55235135	0.4287708	0.27908662	0.90386509	-0.0686236	-0.1211462	-0.0364327	-0.1034459	-0.4265841	-0.4831659
0.02272022	0.07999339	0.32473334	-0.1662826	0.38815988	0.02227491	-0.1763181	-0.1618227	-0.2102089	0.08661481
0.7114142	0.69173093	0.52543575	0.84757262	0.47664176	-0.0122618	-0.1143939	-0.34234	-0.2559457	-0.7494446
0.93882343	0.85759966	0.43776201	0.2969763	0.08400164	-0.7587677	-0.1769414	-0.2626364	-0.2047934	-0.8930639
0.83822353	0.79372656	0.35756664	0.39781899	0.21184984	-0.0251799	-0.4491469	-0.2955343	-1.1576134	-0.758213
0.35895758	0.40821114	0.43621295	0.26948866	0.51934879	0.21269164	-0.4684677	-0.4920979	-0.4845099	-0.3973303
0.44605018	0.40819767	0.07128585	0.21669876	-0.3300159	0.27976817	-0.2936347	-0.2704286	-0.4754874	-0.4898091
0.59489281	0.64873166	0.38488615	0.04126563	0.32667108	0.03001266	0.16975805	-0.6147555	-0.4919185	-0.5906933
0.69619654	0.48936081	0.32367232	0.48094623	0.0367847	-0.5335289	-0.4042453	-0.3634318	-0.6912153	-0.6455937
0.88066364	0.87807095	0.34351253	0.74439162	0.1180772	0.45197055	-0.1216621	-0.3524015	-0.5689466	-0.7239372
0.5555678	0.61068798	0.22333633	0.5879618	-0.20617	-0.2246974	-0.1677836	0.32556585	-0.3895363	-0.6394429
0.3966642	0.39453142	-0.1019082	0.43261122	0.23799603	0.53459352	-0.1783917	-0.2390033	-0.1277593	-0.31068
0.84443356	0.79118655	0.34003769	0.74483382	-0.2093692	-0.1763599	-0.2934164	-0.3610071	-0.6330814	-0.7325642
0.57986477	0.44236502	0.79655812	0.24747957	0.46870382	-0.1772936	0.32853059	-0.3504226	-0.6576793	-0.6230096
0.9670042	1.04613986	0.71599602	0.14695846	-0.1405149	-0.0842696	-0.5162454	-0.4606746	-0.7943613	-0.8657354
0.1863978	0.02639342	0.14731422	-0.0315055	0.1110947	-0.4421155	0.31329624	-0.5366213	0.07785089	-0.1273796
0.99960277	0.90675412	0.9666102	0.32527377	-0.0389767	-0.1088849	-0.3101294	-0.7881297	-0.4201773	-0.8215351
0.65122213	0.51398071	0.52526222	0.45737246	0.20674596	0.03526621	-0.0796944	-0.003189	-0.9125931	-0.6221608
0.3206913	0.32645191	-0.0003951	-0.0659936	0.27506175	0.30357343	0.09366594	-0.230855	-0.1218337	-0.3028357
0.00830872	-0.0410254	-0.016617	-0.0974544	0.10794747	-0.4815646	0.04380557	-0.1061993	-0.2763093	0.02263546
0.91803076	0.79223442	0.85125137	0.62390541	0.21878082	-0.6348289	-0.5841722	-0.4226099	-0.5692911	-0.7811936
0.99425131	0.9489877	0.69892724	0.16445569	0.0499496	0.0134318	-0.2210879	-0.9611749	-0.7677454	-0.9531629
0.00773013	-0.0946162	0.08862763	-0.1179014	0.18366554	-0.2587181	0.31647374	-0.0376496	-0.0859886	-0.1208298
0.19912927	0.2981019	-0.060879	0.35261735	0.11865715	-0.0841088	-0.1237158	0.08169986	-0.0733677	-0.2905464
0.79139226	0.79822432	0.59716536	0.57453542	0.07631301	-0.2574712	0.26500798	-0.2614214	-0.5004668	-0.8207628
0.61495895	0.49011455	0.15517197	-0.1972984	-0.0653101	0.00803493	-0.2201195	-0.4892814	-0.8238708	-0.5451924
0.25443785	0.20320637	0.19700703	0.77147778	-0.4399654	-0.1160475	-0.4978506	-0.5856814	0.021384	-0.30447
0.43428185	0.32659083	0.39931578	0.47211093	0.70151757	0.3259452	-0.1063829	-0.0467683	-0.5553777	-0.3150321
0.35889219	0.5454447	0.3335083	0.46328311	-0.2078257	0.12826417	-0.3488972	0.23031429	-0.5277584	-0.3415681
0.57620494	0.55940281	0.17254104	0.47551988	0.3540858	-0.0217494	-0.0126498	-0.3076706	-0.2378804	-0.4944949
0.70090937	0.72964735	0.56455895	0.90898632	-0.4154027	-0.1862659	0.26656012	-0.5553624	-0.3449335	-0.629396
0.60333906	0.54396157	0.62128503	-0.0211203	0.32705997	0.39351439	-0.2937309	-0.3127868	-0.2391438	-0.6810153
0.89837275	1.02929014	0.51894717	0.48398309	0.44539098	0.69189796	-0.2503106	-0.4043532	-0.1668418	-0.8918775
0.14165386	0.07532176	-0.1502793	0.0065471	-0.1719829	0.00598201	-0.169243	-0.2633824	0.25314609	-0.2339912
0.39509737	0.34424213	0.58869138	0.23925128	0.33244627	-0.0717327	-0.5112771	0.17756224	-0.4141825	-0.3782707
0.1839789	0.19544956	0.23613393	0.17137938	0.23612551	-0.4191804	0.10704729	-0.1785581	-0.2621819	-0.1493083
0.49020922	0.40468112	0.337067	-0.0672809	-0.2735497	-0.3696142	-0.1880481	-0.2865452	-0.267288	-0.5026855
0.73900902	0.6609406	0.3801124	0.40138254	0.18620827	-0.069965	0.02809426	-0.9094082	-0.4272477	-0.7036081
0.22959733	0.19189781	-0.1188248	0.09311669	0.65443466	-0.0304201	0.04625725	-0.2570508	-0.4439638	-0.2790812
0.19794	0.1940651	-0.043706	0.05903477	0.27126056	-0.3857355	-0.1811467	-0.2910164	-0.2949731	-0.259171
0.10865171	0.09342226	0.54710995	-0.5267637	0.2020958	-0.0702521	-0.0095395	-0.6810106	0.0375451	-0.1464876
0.02001978	-0.0123221	-0.0250762	0.35492317	0.14496766	-0.4338357	0.05099203	-0.0738986	-0.2691568	0.06782679
0.5299262	0.61082903	0.22740668	0.48639331	0.47891424	0.03557609	-0.066779	0.23052781	-0.6078129	-0.3646452
