Date	Gasoline   ($/Gal)	Pct Change Gasoline	Lag Pct Change Gasoline	Lag 2 Pct Change Gasoline	Lag 3 Pct Change Gasoline	Lag 4 Pct Change Gasoline	Crude ($/Bbl)	Pct Change Crude	Lag Pct Change Crude	Lag 2 Pct Change Crude	Lag 3 Pct Change Crude	Lag 4 Pct Change Crude	Lag 5 Pct Change Crude	Lag 6 Pct Change Crude	Lag 7 Pct Change Crude	Lag 8 Pct Change Crude	Residual Pct Change Gasoline
6/2/1997	$1.22 	0.24752475	0.748129676	0.838222967	0	-0.167364017	$21.15 	-0.8206331	-0.813953488	0.46728972	9.183673469	-1.259445844	-2.457002457	2.261306533	3.376623377	-5.405405405	-0.09186926
6/9/1997	$1.21 	-0.6584362	0.247524753	0.748129676	0.838222967	0	$18.85 	-10.874704	-0.82063306	-0.813953488	0.46728972	9.183673469	-1.259445844	-2.457002457	2.261306533	3.376623377	0.451339486
6/16/1997	$1.20 	-0.7456504	-0.658436214	0.247524753	0.748129676	0.838222967	$19.10 	1.32625995	-10.87470449	-0.82063306	-0.813953488	0.46728972	9.183673469	-1.259445844	-2.457002457	2.261306533	1.191067517
6/23/1997	$1.19 	-0.918197	-0.745650373	-0.658436214	0.247524753	0.748129676	$18.90 	-1.0471204	1.326259947	-10.87470449	-0.82063306	-0.813953488	0.46728972	9.183673469	-1.259445844	-2.457002457	0.26937558
6/30/1997	$1.18 	-0.505476	-0.918196995	-0.745650373	-0.658436214	0.247524753	$19.82 	4.86772487	-1.047120419	1.326259947	-10.87470449	-0.82063306	-0.813953488	0.46728972	9.183673469	-1.259445844	-0.144219685
7/7/1997	$1.18 	-0.338696	-0.50547599	-0.918196995	-0.745650373	-0.658436214	$19.53 	-1.4631685	4.867724868	-1.047120419	1.326259947	-10.87470449	-0.82063306	-0.813953488	0.46728972	9.183673469	-0.440328826
7/14/1997	$1.17 	-0.3398471	-0.33869602	-0.50547599	-0.918196995	-0.745650373	$18.92 	-3.1233999	-1.463168517	4.867724868	-1.047120419	1.326259947	-10.87470449	-0.82063306	-0.813953488	0.46728972	0.048831295
7/21/1997	$1.18 	0.34100597	-0.339847069	-0.33869602	-0.50547599	-0.918196995	$19.25 	1.74418605	-3.123399898	-1.463168517	4.867724868	-1.047120419	1.326259947	-10.87470449	-0.82063306	-0.813953488	0.916180843
7/28/1997	$1.17 	-0.5947324	0.341005968	-0.339847069	-0.33869602	-0.50547599	$19.67 	2.18181818	1.744186047	-3.123399898	-1.463168517	4.867724868	-1.047120419	1.326259947	-10.87470449	-0.82063306	-0.885298954
8/4/1997	$1.19 	1.96581197	-0.59473237	0.341005968	-0.339847069	-0.33869602	$20.81 	5.79562786	2.181818182	1.744186047	-3.123399898	-1.463168517	4.867724868	-1.047120419	1.326259947	-10.87470449	0.879750409
8/11/1997	$1.23 	2.93378039	1.965811966	-0.59473237	0.341005968	-0.339847069	$19.73 	-5.1898126	5.79562786	2.181818182	1.744186047	-3.123399898	-1.463168517	4.867724868	-1.047120419	1.326259947	2.096092804
8/18/1997	$1.23 	0.08143322	2.933780386	1.965811966	-0.59473237	0.341005968	$19.94 	1.06436898	-5.18981259	5.79562786	2.181818182	1.744186047	-3.123399898	-1.463168517	4.867724868	-1.047120419	0.148692537
8/25/1997	$1.24 	1.22050448	0.081433225	2.933780386	1.965811966	-0.59473237	$19.29 	-3.2597793	1.064368981	-5.18981259	5.79562786	2.181818182	1.744186047	-3.123399898	-1.463168517	4.867724868	1.588019226
9/1/1997	$1.24 	-0.0803859	1.220504475	0.081433225	2.933780386	1.965811966	$19.36 	0.36288232	-3.259779338	1.064368981	-5.18981259	5.79562786	2.181818182	1.744186047	-3.123399898	-1.463168517	0.386361405
9/8/1997	$1.24 	0	-0.080385852	1.220504475	0.081433225	2.933780386	$19.43 	0.36157025	0.362882322	-3.259779338	1.064368981	-5.18981259	5.79562786	2.181818182	1.744186047	-3.123399898	0.327482617
9/15/1997	$1.24 	-0.5631537	0	-0.080385852	1.220504475	0.081433225	$19.30 	-0.6690685	0.361570248	0.362882322	-3.259779338	1.064368981	-5.18981259	5.79562786	2.181818182	1.744186047	-0.372357327
9/22/1997	$1.23 	-0.8899676	-0.56315366	0	-0.080385852	1.220504475	$19.61 	1.60621762	-0.669068451	0.361570248	0.362882322	-3.259779338	1.064368981	-5.18981259	5.79562786	2.181818182	-0.709660282
9/29/1997	$1.21 	-1.2244898	-0.889967638	-0.56315366	0	-0.080385852	$21.29 	8.56705762	1.606217617	-0.669068451	0.361570248	0.362882322	-3.259779338	1.064368981	-5.18981259	5.79562786	-2.348155552
10/6/1997	$1.21 	-0.0826446	-1.224489796	-0.889967638	-0.56315366	0	$21.97 	3.19398779	8.567057624	1.606217617	-0.669068451	0.361570248	0.362882322	-3.259779338	1.064368981	-5.18981259	-2.204383251
10/13/1997	$1.20 	-0.4962779	-0.082644628	-1.224489796	-0.889967638	-0.56315366	$21.34 	-2.8675467	3.193987788	8.567057624	1.606217617	-0.669068451	0.361570248	0.362882322	-3.259779338	1.064368981	-1.98102342
10/20/1997	$1.19 	-0.8312552	-0.496277916	-0.082644628	-1.224489796	-0.889967638	$20.69 	-3.0459231	-2.867546655	3.193987788	8.567057624	1.606217617	-0.669068451	0.361570248	0.362882322	-3.259779338	-0.985618076
10/27/1997	$1.18 	-0.9220453	-0.831255195	-0.496277916	-0.082644628	-1.224489796	$21.03 	1.64330594	-3.045923149	-2.867546655	3.193987788	8.567057624	1.606217617	-0.669068451	0.361570248	0.362882322	-0.798434957
11/3/1997	$1.18 	-0.5076142	-0.922045264	-0.831255195	-0.496277916	-0.082644628	$20.91 	-0.5706134	1.643305945	-3.045923149	-2.867546655	3.193987788	8.567057624	1.606217617	-0.669068451	0.361570248	-0.581045249
11/10/1997	$1.18 	0.08503401	-0.507614213	-0.922045264	-0.831255195	-0.496277916	$20.46 	-2.1520803	-0.570613409	1.643305945	-3.045923149	-2.867546655	3.193987788	8.567057624	1.606217617	-0.669068451	0.337474795
11/17/1997	$1.17 	-0.7646559	0.085034014	-0.507614213	-0.922045264	-0.831255195	$20.29 	-0.8308895	-2.152080344	-0.570613409	1.643305945	-3.045923149	-2.867546655	3.193987788	8.567057624	1.606217617	-0.081012851
11/24/1997	$1.16 	-0.5136986	-0.764655905	0.085034014	-0.507614213	-0.922045264	$19.41 	-4.3371119	-0.830889541	-2.152080344	-0.570613409	1.643305945	-3.045923149	-2.867546655	3.193987788	8.567057624	0.569953769
12/1/1997	$1.15 	-0.8605852	-0.51369863	-0.764655905	0.085034014	-0.507614213	$18.76 	-3.3487893	-4.337111878	-0.830889541	-2.152080344	-0.570613409	1.643305945	-3.045923149	-2.867546655	3.193987788	0.726259235
12/8/1997	$1.14 	-0.9548611	-0.860585198	-0.51369863	-0.764655905	0.085034014	$18.86 	0.53304904	-3.348789284	-4.337111878	-0.830889541	-2.152080344	-0.570613409	1.643305945	-3.045923149	-2.867546655	0.402441137
12/15/1997	$1.13 	-0.8764242	-0.954861111	-0.860585198	-0.51369863	-0.764655905	$18.18 	-3.6055143	0.533049041	-3.348789284	-4.337111878	-0.830889541	-2.152080344	-0.570613409	1.643305945	-3.045923149	0.330723568
12/22/1997	$1.12 	-0.8841733	-0.876424189	-0.954861111	-0.860585198	-0.51369863	$18.29 	0.60506051	-3.605514316	0.533049041	-3.348789284	-4.337111878	-0.830889541	-2.152080344	-0.570613409	1.643305945	0.271060611
12/29/1997	$1.11 	-0.8028546	-0.884173298	-0.876424189	-0.954861111	-0.860585198	$17.64 	-3.5538546	0.605060506	-3.605514316	0.533049041	-3.348789284	-4.337111878	-0.830889541	-2.152080344	-0.570613409	0.271617734
1/5/1998	$1.10 	-0.8992806	-0.802854594	-0.884173298	-0.876424189	-0.954861111	$16.95 	-3.9115646	-3.553854565	0.605060506	-3.605514316	0.533049041	-3.348789284	-4.337111878	-0.830889541	-2.152080344	0.632140642
1/12/1998	$1.09 	-0.7259528	-0.899280576	-0.802854594	-0.884173298	-0.876424189	$16.53 	-2.4778761	-3.911564626	-3.553854565	0.605060506	-3.605514316	0.533049041	-3.348789284	-4.337111878	-0.830889541	1.035980697
1/19/1998	$1.08 	-1.0054845	-0.725952813	-0.899280576	-0.802854594	-0.884173298	$16.75 	1.30066546	-2.477876106	-3.911564626	-3.553854565	0.605060506	-3.605514316	0.533049041	-3.348789284	-4.337111878	0.204305819
1/26/1998	$1.07 	-1.5697138	-1.005484461	-0.725952813	-0.899280576	-0.802854594	$16.96 	1.28396536	1.300665457	-2.477876106	-3.911564626	-3.553854565	0.605060506	-3.605514316	0.533049041	-3.348789284	-1.073863472
2/2/1998	$1.06 	-0.4690432	-1.569713758	-1.005484461	-0.725952813	-0.899280576	$17.07 	0.64858491	1.283965363	1.300665457	-2.477876106	-3.911564626	-3.553854565	0.605060506	-3.605514316	0.533049041	-0.45227031
2/9/1998	$1.05 	-0.7540057	-0.469043152	-1.569713758	-1.005484461	-0.725952813	$16.59 	-2.8119508	0.648584906	1.283965363	1.300665457	-2.477876106	-3.911564626	-3.553854565	0.605060506	-3.605514316	-0.45842063
2/16/1998	$1.04 	-1.4245014	-0.754005655	-0.469043152	-1.569713758	-1.005484461	$15.91 	-4.0988547	-2.811950791	0.648584906	1.283965363	1.300665457	-2.477876106	-3.911564626	-3.553854565	0.605060506	-0.449303498
2/23/1998	$1.04 	0.57803468	-1.424501425	-0.754005655	-0.469043152	-1.569713758	$15.23 	-4.2740415	-4.098854732	-2.811950791	0.648584906	1.283965363	1.300665457	-2.477876106	-3.911564626	-3.553854565	2.179828399
3/2/1998	$1.03 	-1.532567	0.578034682	-1.424501425	-0.754005655	-0.469043152	$15.32 	0.59093894	-4.274041483	-4.098854732	-2.811950791	0.648584906	1.283965363	1.300665457	-2.477876106	-3.911564626	-0.08164105
3/9/1998	$1.02 	-0.9727626	-1.53256705	0.578034682	-1.424501425	-0.754005655	$14.58 	-4.8302872	0.590938936	-4.274041483	-4.098854732	-2.811950791	0.648584906	1.283965363	1.300665457	-2.477876106	0.441697472
3/16/1998	$1.01 	-0.9823183	-0.972762646	-1.53256705	0.578034682	-1.424501425	$13.41 	-8.0246914	-4.830287206	0.590938936	-4.274041483	-4.098854732	-2.811950791	0.648584906	1.283965363	1.300665457	1.420926069
3/23/1998	$1.00 	-0.7936508	-0.982318271	-0.972762646	-1.53256705	0.578034682	$16.14 	20.3579418	-8.024691358	-4.830287206	0.590938936	-4.274041483	-4.098854732	-2.811950791	0.648584906	1.283965363	-0.455851647
3/30/1998	$1.03 	3	-0.793650794	-0.982318271	-0.972762646	-1.53256705	$16.32 	1.11524164	20.35794183	-8.024691358	-4.830287206	0.590938936	-4.274041483	-4.098854732	-2.811950791	0.648584906	0.484918267
4/6/1998	$1.03 	-0.1941748	3	-0.793650794	-0.982318271	-0.972762646	$15.48 	-5.1470588	1.115241636	20.35794183	-8.024691358	-4.830287206	0.590938936	-4.274041483	-4.098854732	-2.811950791	-1.544095919
4/13/1998	$1.03 	-0.2918288	-0.194174757	3	-0.793650794	-0.982318271	$15.35 	-0.8397933	-5.147058824	1.115241636	20.35794183	-8.024691358	-4.830287206	0.590938936	-4.274041483	-4.098854732	-0.195377636
4/20/1998	$1.03 	0.29268293	-0.291828794	-0.194174757	3	-0.793650794	$15.52 	1.10749186	-0.839793282	-5.147058824	1.115241636	20.35794183	-8.024691358	-4.830287206	0.590938936	-4.274041483	0.252152022
4/27/1998	$1.04 	1.16731518	0.292682927	-0.291828794	-0.194174757	3	$15.43 	-0.5798969	1.107491857	-0.839793282	-5.147058824	1.115241636	20.35794183	-8.024691358	-4.830287206	0.590938936	1.063900892
5/4/1998	$1.05 	0.86538462	1.167315175	0.292682927	-0.291828794	-0.194174757	$15.98 	3.56448477	-0.579896907	1.107491857	-0.839793282	-5.147058824	1.115241636	20.35794183	-8.024691358	-4.830287206	0.293887553
5/11/1998	$1.06 	1.33460439	0.865384615	1.167315175	0.292682927	-0.291828794	$15.26 	-4.505632	3.56448477	-0.579896907	1.107491857	-0.839793282	-5.147058824	1.115241636	20.35794183	-8.024691358	1.343238883
5/18/1998	$1.07 	0.8466604	1.334604385	0.865384615	1.167315175	0.292682927	$14.15 	-7.2739187	-4.50563204	3.56448477	-0.579896907	1.107491857	-0.839793282	-5.147058824	1.115241636	20.35794183	2.255584253
5/25/1998	$1.07 	-0.1865672	0.846660395	1.334604385	0.865384615	1.167315175	$14.57 	2.96819788	-7.273918742	-4.50563204	3.56448477	-0.579896907	1.107491857	-0.839793282	-5.147058824	1.115241636	1.306229324
6/1/1998	$1.07 	-0.3738318	-0.186567164	0.846660395	1.334604385	0.865384615	$14.99 	2.88263555	2.96819788	-7.273918742	-4.50563204	3.56448477	-0.579896907	1.107491857	-0.839793282	-5.147058824	-0.165629707
6/8/1998	$1.08 	0.84427767	-0.373831776	-0.186567164	0.846660395	1.334604385	$14.49 	-3.335557	2.882635553	2.96819788	-7.273918742	-4.50563204	3.56448477	-0.579896907	1.107491857	-0.839793282	0.967496248
6/15/1998	$1.07 	-0.8372093	0.844277674	-0.373831776	-0.186567164	0.846660395	$11.69 	-19.323671	-3.335557038	2.882635553	2.96819788	-7.273918742	-4.50563204	3.56448477	-0.579896907	1.107491857	1.869003753
6/22/1998	$1.06 	-0.750469	-0.837209302	0.844277674	-0.373831776	-0.186567164	$13.54 	15.8254919	-19.3236715	-3.335557038	2.882635553	2.96819788	-7.273918742	-4.50563204	3.56448477	-0.579896907	1.719451986
6/29/1998	$1.06 	-0.094518	-0.750469043	-0.837209302	0.844277674	-0.373831776	$14.29 	5.53914328	15.82549187	-19.3236715	-3.335557038	2.882635553	2.96819788	-7.273918742	-4.50563204	3.56448477	-1.102245259
7/6/1998	$1.06 	0.09460738	-0.094517958	-0.750469043	-0.837209302	0.844277674	$13.87 	-2.9391183	5.539143279	15.82549187	-19.3236715	-3.335557038	2.882635553	2.96819788	-7.273918742	-4.50563204	-1.291705304
7/13/1998	$1.05 	-0.3780718	0.094607379	-0.094517958	-0.750469043	-0.837209302	$14.06 	1.36986301	-2.939118265	5.539143279	15.82549187	-19.3236715	-3.335557038	2.882635553	2.96819788	-7.273918742	-0.725484899
7/20/1998	$1.06 	0.4743833	-0.378071834	0.094607379	-0.094517958	-0.750469043	$13.44 	-4.4096728	1.369863014	-2.939118265	5.539143279	15.82549187	-19.3236715	-3.335557038	2.882635553	2.96819788	0.546484747
7/27/1998	$1.05 	-0.8498584	0.474383302	-0.378071834	0.094607379	-0.094517958	$14.37 	6.91964286	-4.409672831	1.369863014	-2.939118265	5.539143279	15.82549187	-19.3236715	-3.335557038	2.882635553	-0.985202687
8/3/1998	$1.04 	-1.047619	-0.849858357	0.474383302	-0.378071834	0.094607379	$13.93 	-3.0619346	6.919642857	-4.409672831	1.369863014	-2.939118265	5.539143279	15.82549187	-19.3236715	-3.335557038	-1.931535349
8/10/1998	$1.03 	-0.5774783	-1.047619048	-0.849858357	0.474383302	-0.378071834	$13.11 	-5.8865757	-3.061934586	6.919642857	-4.409672831	1.369863014	-2.939118265	5.539143279	15.82549187	-19.3236715	0.023910714
8/17/1998	$1.03 	-0.6776379	-0.577478345	-1.047619048	-0.849858357	0.474383302	$13.26 	1.14416476	-5.886575736	-3.061934586	6.919642857	-4.409672831	1.369863014	-2.939118265	5.539143279	15.82549187	0.559685635
8/24/1998	$1.02 	-0.6822612	-0.677637948	-0.577478345	-1.047619048	-0.849858357	$13.78 	3.92156863	1.14416476	-5.886575736	-3.061934586	6.919642857	-4.409672831	1.369863014	-2.939118265	5.539143279	-0.584117775
8/31/1998	$1.01 	-0.5888126	-0.682261209	-0.677637948	-0.577478345	-1.047619048	$13.29 	-3.5558781	3.921568628	1.14416476	-5.886575736	-3.061934586	6.919642857	-4.409672831	1.369863014	-2.939118265	-0.590956917
9/7/1998	$1.01 	-0.5923001	-0.588812561	-0.682261209	-0.677637948	-0.577478345	$13.88 	4.40180587	-3.555878084	3.921568628	1.14416476	-5.886575736	-3.061934586	6.919642857	-4.409672831	1.369863014	-0.702751575
9/14/1998	$1.00 	-0.4965243	-0.592300099	-0.588812561	-0.682261209	-0.677637948	$14.46 	4.21621622	4.401805869	-3.555878084	3.921568628	1.14416476	-5.886575736	-3.061934586	6.919642857	-4.409672831	-1.427799795
9/21/1998	$1.01 	1.19760479	-0.49652433	-0.592300099	-0.588812561	-0.682261209	$15.58 	7.74550484	4.216216216	4.401805869	-3.555878084	3.921568628	1.14416476	-5.886575736	-3.061934586	6.919642857	-0.882524785
9/28/1998	$1.01 	0	1.19760479	-0.49652433	-0.592300099	-0.588812561	$15.74 	1.02695764	7.745504841	4.216216216	4.401805869	-3.555878084	3.921568628	1.14416476	-5.886575736	-3.061934586	-2.423190588
10/5/1998	$1.02 	0.49309665	0	1.19760479	-0.49652433	-0.592300099	$15.24 	-3.1766201	1.026957638	7.745504841	4.216216216	4.401805869	-3.555878084	3.921568628	1.14416476	-5.886575736	-0.842502078
10/12/1998	$1.02 	0.29440628	0.493096647	0	1.19760479	-0.49652433	$14.47 	-5.0524934	-3.176620076	1.026957638	7.745504841	4.216216216	4.401805869	-3.555878084	3.921568628	1.14416476	0.574175479
10/19/1998	$1.02 	-0.2935421	0.294406281	0.493096647	0	1.19760479	$13.39 	-7.463718	-5.052493438	-3.176620076	1.026957638	7.745504841	4.216216216	4.401805869	-3.555878084	3.921568628	1.28950621
10/26/1998	$1.02 	-0.3925417	-0.293542074	0.294406281	0.493096647	0	$14.39 	7.4682599	-7.463718037	-5.052493438	-3.176620076	1.026957638	7.745504841	4.216216216	4.401805869	-3.555878084	0.788260277
11/2/1998	$1.01 	-0.4926108	-0.392541708	-0.293542074	0.294406281	0.493096647	$14.45 	0.41695622	7.468259895	-7.463718037	-5.052493438	-3.176620076	1.026957638	7.745504841	4.216216216	4.401805869	-0.682247929
11/9/1998	$1.01 	-0.1980198	-0.492610837	-0.392541708	-0.293542074	0.294406281	$13.39 	-7.3356401	0.41695622	7.468259895	-7.463718037	-5.052493438	-3.176620076	1.026957638	7.745504841	4.216216216	0.475299018
11/16/1998	$1.00 	-1.1904762	-0.198019802	-0.492610837	-0.392541708	-0.293542074	$12.81 	-4.3315907	-7.335640138	0.41695622	7.468259895	-7.463718037	-5.052493438	-3.176620076	1.026957638	7.745504841	0.807502973
11/23/1998	$0.99 	-0.7028112	-1.19047619	-0.198019802	-0.492610837	-0.392541708	$12.51 	-2.3419204	-4.331590739	-7.335640138	0.41695622	7.468259895	-7.463718037	-5.052493438	-3.176620076	1.026957638	1.330096353
11/30/1998	$0.97 	-1.5166835	-0.702811245	-1.19047619	-0.198019802	-0.492610837	$11.37 	-9.1127098	-2.341920375	-4.331590739	-7.335640138	0.41695622	7.468259895	-7.463718037	-5.052493438	-3.176620076	1.031625074
12/7/1998	$0.95 	-2.0533881	-1.516683519	-0.702811245	-1.19047619	-0.198019802	$11.61 	2.11081794	-9.112709832	-2.341920375	-4.331590739	-7.335640138	0.41695622	7.468259895	-7.463718037	-5.052493438	0.358387078
12/14/1998	$0.95 	-0.9433962	-2.05338809	-1.516683519	-0.702811245	-1.19047619	$11.30 	-2.670112	2.110817942	-9.112709832	-2.341920375	-4.331590739	-7.335640138	0.41695622	7.468259895	-7.463718037	0.769551384
12/21/1998	$0.94 	-0.1058201	-0.943396226	-2.05338809	-1.516683519	-0.702811245	$10.86 	-3.8938053	-2.670111972	2.110817942	-9.112709832	-2.341920375	-4.331590739	-7.335640138	0.41695622	7.468259895	1.696119335
12/28/1998	$0.94 	-0.7415254	-0.105820106	-0.943396226	-2.05338809	-1.516683519	$11.59 	6.72191529	-3.89380531	-2.670111972	2.110817942	-9.112709832	-2.341920375	-4.331590739	-7.335640138	0.41695622	0.157511713
1/4/1999	$0.94 	-0.2134472	-0.741525424	-0.105820106	-0.943396226	-2.05338809	$12.42 	7.16134599	6.721915286	-3.89380531	-2.670111972	2.110817942	-9.112709832	-2.341920375	-4.331590739	-7.335640138	-1.389834507
1/11/1999	$0.94 	0.64171123	-0.213447172	-0.741525424	-0.105820106	-0.943396226	$13.43 	8.13204509	7.161345988	6.721915286	-3.89380531	-2.670111972	2.110817942	-9.112709832	-2.341920375	-4.331590739	-1.949272795
1/18/1999	$0.94 	0.31880978	0.64171123	-0.213447172	-0.741525424	-0.105820106	$12.92 	-3.7974684	8.132045089	7.161345988	6.721915286	-3.89380531	-2.670111972	2.110817942	-9.112709832	-2.341920375	-2.000992702
1/25/1999	$0.94 	-0.8474576	0.318809777	0.64171123	-0.213447172	-0.741525424	$12.41 	-3.9473684	-3.797468354	8.132045089	7.161345988	6.721915286	-3.89380531	-2.670111972	2.110817942	-9.112709832	-1.362697063
2/1/1999	$0.93 	-0.7478632	-0.847457627	0.318809777	0.64171123	-0.213447172	$12.36 	-0.4029009	-3.947368421	-3.797468354	8.132045089	7.161345988	6.721915286	-3.89380531	-2.670111972	2.110817942	-0.449770812
2/8/1999	$0.93 	-0.2152853	-0.747863248	-0.847457627	0.318809777	0.64171123	$11.65 	-5.7443366	-0.402900886	-3.947368421	-3.797468354	8.132045089	7.161345988	6.721915286	-3.89380531	-2.670111972	0.542225243
2/15/1999	$0.92 	-0.8629989	-0.215285253	-0.747863248	-0.847457627	0.318809777	$11.81 	1.37339056	-5.74433657	-0.402900886	-3.947368421	-3.797468354	8.132045089	7.161345988	6.721915286	-3.89380531	0.282191151
2/22/1999	$0.91 	-1.3057671	-0.862998921	-0.215285253	-0.747863248	-0.847457627	$11.97 	1.35478408	1.373390558	-5.74433657	-0.402900886	-3.947368421	-3.797468354	8.132045089	7.161345988	6.721915286	-0.782497897
3/1/1999	$0.91 	0.6615215	-1.305767138	-0.862998921	-0.215285253	-0.747863248	$12.28 	2.58980785	1.354784081	1.373390558	-5.74433657	-0.402900886	-3.947368421	-3.797468354	8.132045089	7.161345988	0.602248682
3/8/1999	$0.92 	0.8762322	0.661521499	-1.305767138	-0.862998921	-0.215285253	$13.63 	10.9934853	2.589807853	1.354784081	1.373390558	-5.74433657	-0.402900886	-3.947368421	-3.797468354	8.132045089	-0.697045136
3/15/1999	$0.98 	6.08034745	0.876232202	0.661521499	-1.305767138	-0.862998921	$14.48 	6.23624358	10.99348534	2.589807853	1.354784081	1.373390558	-5.74433657	-0.402900886	-3.947368421	-3.797468354	2.925396693
3/22/1999	$1.02 	4.09416581	6.080347448	0.876232202	0.661521499	-1.305767138	$15.39 	6.28453039	6.23624358	10.99348534	2.589807853	1.354784081	1.373390558	-5.74433657	-0.402900886	-3.947368421	0.603975772
3/29/1999	$1.08 	6.3913471	4.094165814	6.080347448	0.876232202	0.661521499	$16.46 	6.9525666	6.284530387	6.23624358	10.99348534	2.589807853	1.354784081	1.373390558	-5.74433657	-0.402900886	2.605616719
4/5/1999	$1.12 	3.3271719	6.391347099	4.094165814	6.080347448	0.876232202	$16.94 	2.91616039	6.952566602	6.284530387	6.23624358	10.99348534	2.589807853	1.354784081	1.373390558	-5.74433657	-0.278886789
4/12/1999	$1.14 	1.96779964	3.327171904	6.391347099	4.094165814	6.080347448	$16.44 	-2.9515939	2.916160389	6.952566602	6.284530387	6.23624358	10.99348534	2.589807853	1.354784081	1.373390558	-0.302269769
4/19/1999	$1.14 	-0.4385965	1.967799642	3.327171904	6.391347099	4.094165814	$17.82 	8.39416058	-2.951593861	2.916160389	6.952566602	6.284530387	6.23624358	10.99348534	2.589807853	1.354784081	-2.405228793
