Date	DayofWeek	DepartureTime	WheelsOff	WheelsOn	ArrivalTime	AIR_TIME	ArrivalDelay 	DepartureDelay	TAXI_IN	TAXI_OUT	CARRIER_DELAY	WEATHER_DELAY	NAS_DELAY	SECURITY_DELAY	LATE_AIRCRAFT_DELAY	AIRLINE_ID	Origin	Destination
3239827200	4	1931	1958	2127	2134	149	-8	-6	7	27	0	0	0	0	0	19805	Miami,FL	Chicago,IL
3239481600	7	1224	1245	1349	1353	184	-7	-6	4	21	0	0	0	0	0	19805	Dallas/Ft.Worth,TX	Sacramento,CA
3238444800	2	1605	1617	1741	1744	84	-14	0	3	12	0	0	0	0	0	19805	Chicago,IL	Tulsa,OK
3239308800	5	611	624	824	841	120	0	-7	17	13	0	0	0	0	0	19805	Minneapolis/St. Paul,MN	Dallas/Ft.Worth,TX
3239568000	1	2100	2126	2308	2318	102	91	103	10	26	0	0	0	0	91	19805	New York,NY	Atlanta,GA
3238185600	6	821	829	906	912	97	-8	-1	6	8	0	0	0	0	0	19805	Washington,DC	Chicago,IL
3238876800	7	1219	1237	1458	1508	141	8	-1	10	18	0	0	0	0	0	19805	San Juan,PR	Miami,FL
3238704000	5	1025	1053	1156	1202	123	0	-5	6	28	0	0	0	0	0	19805	Chicago,IL	Denver,CO
3239308800	5	719	727	809	817	42	-8	-1	8	8	0	0	0	0	0	19805	San Antonio,TX	Dallas/Ft.Worth,TX
3238531200	3	1229	1249	1608	1613	199	-4	-1	5	20	0	0	0	0	0	19805	New York,NY	San Juan,PR
3239827200	4	1938	1959	2318	2324	139	9	3	6	21	0	0	0	0	0	19805	Dallas/Ft.Worth,TX	Raleigh/Durham,NC
3237321600	3	755	804	1250	1301	166	-13	-5	11	9	0	0	0	0	0	19805	Reno,NV	Dallas/Ft.Worth,TX
3239136000	3	1558	1611	1758	1802	167	9	16	4	13	0	0	0	0	0	19805	Washington,DC	Dallas/Ft.Worth,TX
3239740800	3	1611	1623	1956	2001	153	0	-4	5	12	0	0	0	0	0	19805	St. Louis,MO	Miami,FL
3237494400	5	634	653	1052	1102	179	11	4	10	19	0	0	0	0	0	19805	Dallas/Ft.Worth,TX	Newark,NJ
3237926400	3	2108	2122	49	54	147	0	-8	5	14	0	0	0	0	0	19805	Dallas/Ft.Worth,TX	Fort Lauderdale,FL
3238444800	2	1131	1145	1346	1352	181	-15	-4	6	14	0	0	0	0	0	19805	Newark,NJ	Dallas/Ft.Worth,TX
3238963200	1	2054	2113	2231	2236	138	-12	-2	5	19	0	0	0	0	0	19805	Miami,FL	Dallas/Ft.Worth,TX
3237840000	2	1652	1701	1739	1808	38	14	2	29	9	0	0	0	0	0	19805	Austin,TX	Dallas/Ft.Worth,TX
3237926400	3	1455	1510	1640	1657	90	11	0	17	15	0	0	0	0	0	19805	St. Louis,MO	Dallas/Ft.Worth,TX
3239827200	4	1326	1344	1921	1925	217	10	25	4	18	0	0	0	0	0	19805	San Francisco,CA	Chicago,IL
3238704000	5	1835	1843	2055	2059	132	49	62	4	8	0	0	0	0	49	19805	San Juan,PR	Fort Lauderdale,FL
3237408000	4	632	647	1207	1221	200	0	-5	14	15	0	0	0	0	0	19805	Seattle,WA	Dallas/Ft.Worth,TX
3239827200	4	824	835	1202	1207	267	-13	-8	5	11	0	0	0	0	0	19805	San Juan,PR	Chicago,IL
3237667200	7	1559	1616	1740	1748	204	-16	-5	8	17	0	0	0	0	0	19805	Dallas/Ft.Worth,TX	Seattle,WA
3238012800	4	1644	1653	1725	1735	32	-10	-4	10	9	0	0	0	0	0	19805	Oklahoma City,OK	Dallas/Ft.Worth,TX
3238272000	7	818	839	1340	1350	181	6	3	10	21	0	0	0	0	0	19805	San Jose,CA	Dallas/Ft.Worth,TX
3238531200	3	1844	1909	2054	2101	105	-4	4	7	25	0	0	0	0	0	19805	Chicago,IL	Dallas/Ft.Worth,TX
3238099200	5	1432	1457	1649	1701	112	1	-3	12	25	0	0	0	0	0	19805	Dallas/Ft.Worth,TX	Chicago,IL
3239827200	4	1949	2015	2213	2218	118	88	84	5	26	0	0	5	0	83	19805	Atlanta,GA	New York,NY
3237926400	3	803	816	852	901	156	-13	-3	9	13	0	0	0	0	0	19805	Dallas/Ft.Worth,TX	Los Angeles,CA
3237408000	4	2040	2044	2103	2105	19	-24	-20	2	4	0	0	0	0	0	19678	Lihue,HI	Honolulu,HI
3239049600	2	1155	1205	1227	1230	22	-5	-5	3	10	0	0	0	0	0	19678	Honolulu,HI	Lihue,HI
3237494400	5	1938	1950	2020	2021	30	-5	-7	1	12	0	0	0	0	0	19678	Honolulu,HI	Kona,HI
3238704000	5	958	1009	1032	1035	23	0	-2	3	11	0	0	0	0	0	19678	Honolulu,HI	Kahului,HI
3238444800	2	2058	2104	2125	2128	21	-4	-2	3	6	0	0	0	0	0	19678	Kahului,HI	Honolulu,HI
3239049600	2	1558	1603	1644	1647	41	-10	-12	3	5	0	0	0	0	0	19678	Hilo,HI	Honolulu,HI
3238358400	1	1257	1259	1321	1323	22	-6	-3	2	2	0	0	0	0	0	19678	Lihue,HI	Honolulu,HI
3237926400	3	1006	1018	1056	1058	38	-7	-9	2	12	0	0	0	0	0	19678	Honolulu,HI	Hilo,HI
3238358400	1	850	856	932	940	36	-4	-15	8	6	0	0	0	0	0	19678	Kona,HI	Honolulu,HI
3238444800	2	758	810	1012	1017	302	-2	-2	5	12	0	0	0	0	0	19678	Oakland,CA	Kahului,HI
3238444800	2	1235	1246	2044	2054	298	0	-1	10	11	0	0	0	0	0	19678	Honolulu,HI	Santa Ana,CA
3237494400	5	1654	1709	1925	1935	136	-8	-5	10	15	0	0	0	0	0	19930	San Diego,CA	Seattle,WA
3237494400	5	847	907	1050	1058	103	18	17	8	20	0	0	18	0	0	19930	Seattle,WA	San Francisco,CA
3238272000	7	655	706	825	835	79	-7	-5	10	11	0	0	0	0	0	19930	Reno,NV	Seattle,WA
3237494400	5	1345	1356	1506	1512	70	6	5	6	11	0	0	0	0	0	19930	Oakland,CA	Santa Ana,CA
3237580800	6	1756	1812	2103	2116	351	-8	-17	13	16	0	0	0	0	0	19930	Boston,MA	Seattle,WA
3237580800	6	614	629	833	841	124	-6	-1	8	15	0	0	0	0	0	19930	Los Angeles,CA	Seattle,WA
3237494400	5	1127	1130	1201	1203	31	-7	0	2	3	0	0	0	0	0	19930	Nome,AK	Kotzebue,AK
3237667200	7	642	652	818	829	86	1	2	11	10	0	0	0	0	0	19930	Portland,OR	San Francisco,CA
3237753600	1	1910	1935	2247	2253	372	-6	-10	6	25	0	0	0	0	0	19930	Chicago,IL	Anchorage,AK
3238358400	1	651	705	746	753	41	-7	-9	7	14	0	0	0	0	0	19930	Spokane,WA	Seattle,WA
3237840000	2	2044	2102	2217	2222	75	0	-5	5	18	0	0	0	0	0	19930	San Francisco,CA	Portland,OR
3237926400	3	2224	2240	44	53	124	43	38	9	16	0	0	5	0	38	19930	Seattle,WA	Las Vegas,NV
3238012800	4	1355	1417	1543	1550	86	-10	-8	7	22	0	0	0	0	0	19930	San Francisco,CA	Seattle,WA
3239049600	2	1325	1401	1550	1554	109	-1	-12	4	36	0	0	0	0	0	19930	Las Vegas,NV	Portland,OR
3238185600	6	821	840	1406	1418	206	5	6	12	19	0	0	0	0	0	19930	Seattle,WA	Dallas/Ft.Worth,TX
3238444800	2	1934	1938	2046	2050	68	21	22	4	4	0	0	0	0	21	19930	Barrow,AK	Fairbanks,AK
3238444800	2	1353	1404	1442	1444	38	-5	5	2	11	0	0	0	0	0	19930	Anchorage,AK	Fairbanks,AK
3237408000	4	1132	1137	1207	1210	30	0	5	3	5	0	0	0	0	0	19930	Nome,AK	Kotzebue,AK
3237321600	3	1457	1511	1636	1642	85	-3	-7	6	14	0	0	0	0	0	19930	Portland,OR	Oakland,CA
3237235200	2	657	713	922	929	129	-4	-3	7	16	0	0	0	0	0	19930	Las Vegas,NV	Seattle,WA
3239222400	4	1532	1547	1749	1753	122	-13	-3	4	15	0	0	0	0	0	19930	Seattle,WA	Ontario/San Bernardino,CA
3239568000	1	1235	1250	1502	1507	132	12	13	5	15	0	0	0	0	0	19930	Seattle,WA	Ontario/San Bernardino,CA
3239740800	3	1519	1547	1754	1759	127	52	46	5	28	46	0	6	0	0	19930	Seattle,WA	Long Beach,CA
3237235200	2	657	736	936	942	120	-8	2	6	39	0	0	0	0	0	20409	New York,NY	Long Beach,CA
3237408000	4	1023	1036	1849	1902	493	7	-7	13	13	0	0	0	0	0	20409	Long Beach,CA	New York,NY
3237494400	5	1653	1733	1852	1856	79	16	13	4	40	13	0	3	0	0	20409	New York,NY	Charlotte,NC
3237667200	7	958	1009	1816	1822	487	-23	-7	6	11	0	0	0	0	0	20409	Oakland,CA	Boston,MA
3237753600	1	559	609	650	655	41	-15	-1	5	10	0	0	0	0	0	20409	Syracuse,NY	New York,NY
3237840000	2	2311	2326	509	513	343	-17	-4	4	15	0	0	0	0	0	20409	Salt Lake City,UT	New York,NY
3237926400	3	2243	2255	634	642	459	42	68	8	12	42	0	0	0	0	20409	Oakland,CA	New York,NY
3238099200	5	1617	1634	2352	2358	438	8	17	6	17	0	0	0	0	0	20409	Long Beach,CA	Washington,DC
3238444800	2	1202	1214	1938	1945	444	-20	-3	7	12	0	0	0	0	0	20409	Oakland,CA	Washington,DC
3238617600	4	2242	2249	2340	2	51	3	-3	22	7	0	0	0	0	0	20409	Buffalo,NY	New York,NY
3238704000	5	2136	2151	533	541	462	-14	-9	8	15	0	0	0	0	0	20409	Long Beach,CA	New York,NY
3239395200	6	1920	1931	2021	2026	50	21	30	5	11	0	0	0	0	21	20409	Burlington,VT	New York,NY
3239740800	3	2138	2246	37	45	111	40	3	8	68	0	0	40	0	0	20409	New York,NY	Las Vegas,NV
3239740800	3	1614	1717	2007	2013	170	53	-1	6	63	0	0	53	0	0	20409	New York,NY	Fort Lauderdale,FL
3239827200	4	1522	1543	1634	1639	51	14	17	5	21	0	0	0	0	0	20409	New York,NY	Buffalo,NY
3238531200	3	1303	1316	1542	1552	146	18	33	10	13	0	0	0	0	18	19704	West Palm Beach/Palm Beach,FL	Newark,NJ
3237580800	6	2142	2223	2355	1	212	45	42	6	41	0	0	3	2	40	19704	Houston,TX	Portland,OR
3238099200	5	1405	1422	1642	1646	320	1	5	4	17	0	0	0	0	0	19704	Newark,NJ	Seattle,WA
3239827200	4	1857	1911	2309	2315	178	-14	5	6	14	0	0	0	0	0	19704	Houston,TX	New York,NY
3237580800	6	2001	2016	2239	2245	323	-9	11	6	15	0	0	0	0	0	19704	Newark,NJ	Seattle,WA
3238099200	5	708	719	807	813	108	-8	-2	6	11	0	0	0	0	0	19704	Jacksonville,FL	Houston,TX
3239568000	1	1131	1140	1355	1400	135	-10	-9	5	9	0	0	0	0	0	19704	Ft. Myers,FL	Cleveland,OH
3239481600	7	744	758	1602	1610	304	12	-6	8	14	0	0	0	0	0	19704	Seattle,WA	Newark,NJ
3237321600	3	1548	1609	2113	2119	244	-9	-2	6	21	0	0	0	0	0	19704	Houston,TX	San Juan,PR
3238876800	7	658	720	805	810	105	-8	-12	5	22	0	0	0	0	0	19704	Jacksonville,FL	Houston,TX
3239136000	3	1329	1341	1628	1641	227	3	-1	13	12	0	0	0	0	0	19704	Boston,MA	Houston,TX
3237580800	6	1742	1803	1859	1906	56	13	2	7	21	0	0	0	0	0	19704	Houston,TX	New Orleans,LA
3238617600	4	1811	1825	1925	1932	120	-28	-11	7	14	0	0	0	0	0	19704	Fort Lauderdale,FL	Houston,TX
3238617600	4	1208	1220	1433	1439	133	-5	-8	6	12	0	0	0	0	0	19704	Tampa,FL	Cleveland,OH
3239654400	2	759	825	1111	1115	106	1	-1	4	26	0	0	0	0	0	19704	Houston,TX	Tampa,FL
3239136000	3	1924	2054	2329	2338	95	75	24	9	90	0	0	52	0	23	19704	Chicago,IL	Newark,NJ
3238704000	5	824	839	950	957	71	-2	-5	7	15	0	0	0	0	0	19704	Cleveland,OH	New York,NY
3239308800	5	1801	1828	1844	1850	136	1	1	6	27	0	0	0	0	0	19704	Houston,TX	Phoenix,AZ
3237753600	1	1309	1326	1718	1721	172	9	7	3	17	0	0	0	0	0	19704	Houston,TX	Washington,DC
3239740800	3	919	941	1017	1020	36	5	9	3	22	0	0	0	0	0	19704	Houston,TX	San Antonio,TX
3238876800	7	837	846	1022	1027	96	-17	-8	5	9	0	0	0	0	0	19704	Kansas City,MO	Houston,TX
3237753600	1	1809	1847	2008	2014	201	25	24	6	38	0	6	1	0	18	19704	Houston,TX	San Jose,CA
3239740800	3	2046	2104	2241	2257	277	14	-9	16	18	0	0	0	0	0	19704	Cleveland,OH	Los Angeles,CA
3237667200	7	1636	1704	1919	1934	195	7	7	15	28	0	0	0	0	0	19704	New York,NY	Houston,TX
3239481600	7	1357	1424	1642	1649	138	-18	-3	7	27	0	0	0	0	0	19704	Newark,NJ	Fort Lauderdale,FL
3237926400	3	1659	1731	1934	1940	183	70	79	6	32	0	0	3	0	67	19704	Newark,NJ	Dallas/Ft.Worth,TX
3239654400	2	1814	1839	1957	2004	78	63	68	7	25	0	0	63	0	0	19704	Columbus,OH	Newark,NJ
3239308800	5	1821	1911	2112	2119	121	2	1	7	50	0	0	0	0	0	19704	Newark,NJ	Orlando,FL
3237926400	3	1637	1707	1902	1907	175	-23	2	5	30	0	0	0	0	0	19704	Newark,NJ	Houston,TX
3238531200	3	1750	1815	1947	1953	92	-7	-5	6	25	0	0	0	0	0	19704	Boston,MA	Cleveland,OH
3239740800	3	726	740	1147	1151	127	-19	-4	4	14	0	0	0	0	0	19704	Phoenix,AZ	Houston,TX
3238790400	6	2108	2139	2218	2222	39	8	-2	4	31	0	0	0	0	0	19704	Houston,TX	Dallas/Ft.Worth,TX
3238358400	1	1548	1612	2034	2040	202	-4	-2	6	24	0	0	0	0	0	19704	Houston,TX	New York,NY
3237580800	6	905	917	1120	1125	123	-9	-5	5	12	0	0	0	0	0	19704	Orlando,FL	Cleveland,OH
3238185600	6	1136	1151	1317	1322	206	-13	1	5	15	0	0	0	0	0	19704	Houston,TX	San Jose,CA
3238876800	7	1306	1323	1519	1526	296	-4	-4	7	17	0	0	0	0	0	19704	Newark,NJ	Las Vegas,NV
3239222400	4	1906	1928	2240	2244	132	-7	1	4	22	0	0	0	0	0	19704	Houston,TX	Columbus,OH
3238358400	1	1721	1744	1830	1837	106	-5	11	7	23	0	0	0	0	0	19704	Newark,NJ	Chicago,IL
3237494400	5	712	728	1025	1030	117	-9	-3	5	16	0	0	0	0	0	19704	Denver,CO	Houston,TX
3239049600	2	751	807	1557	1608	290	3	6	11	16	0	0	0	0	0	19704	Los Angeles,CA	Newark,NJ
3239308800	5	1707	1728	1947	1957	139	24	29	10	21	0	0	24	0	0	19704	Orlando,FL	Newark,NJ
3238531200	3	620	639	802	811	83	1	-5	9	19	0	0	0	0	0	19704	Birmingham,AL	Houston,TX
3238444800	2	1427	1442	1525	1531	43	-12	-3	6	15	0	0	0	0	0	19704	Newark,NJ	Boston,MA
3237408000	4	1907	1936	2152	2158	136	-1	3	6	29	0	0	0	0	0	19704	Houston,TX	Minneapolis/St. Paul,MN
3237235200	2	1639	1650	1937	2003	107	23	9	26	11	0	0	14	0	9	19790	Houston,TX	Atlanta,GA
3237235200	2	1816	1952	2124	2131	92	65	6	7	96	6	0	59	0	0	19790	Atlanta,GA	Philadelphia,PA
3237235200	2	1109	1124	1333	1341	129	-1	-1	8	15	0	0	0	0	0	19790	Atlanta,GA	Boston,MA
3237494400	5	1341	1400	1655	1709	115	58	51	14	19	51	0	7	0	0	19790	Austin,TX	Atlanta,GA
3237494400	5	807	827	1100	1111	333	34	67	11	20	0	34	0	0	0	19790	Boston,MA	Los Angeles,CA
3237494400	5	726	741	823	826	42	-16	-4	3	15	0	0	0	0	0	19790	Boston,MA	New York,NY
3237667200	7	2134	2205	2242	2247	37	13	-1	5	31	0	0	0	0	0	19790	Atlanta,GA	Savannah,GA
3237667200	7	1356	1413	1641	1649	148	1	-4	8	17	0	0	0	0	0	19790	Providence,RI	Atlanta,GA
3237753600	1	1453	1513	1611	1616	58	-4	-4	5	20	0	0	0	0	0	19790	Denver,CO	Salt Lake City,UT
3237753600	1	1541	1603	1736	1751	93	-4	-2	15	22	0	0	0	0	0	19790	Atlanta,GA	Philadelphia,PA
3237753600	1	1049	1109	1039	1043	30	28	34	4	20	0	0	0	0	28	19790	Atlanta,GA	Birmingham,AL
3237753600	1	1656	1711	2203	2210	172	-16	-3	7	15	0	0	0	0	0	19790	Salt Lake City,UT	Cincinnati,OH
3237753600	1	2130	2249	56	101	127	90	63	5	79	0	0	90	0	0	19790	New York,NY	Tampa,FL
3237926400	3	2146	2213	2340	2347	87	84	76	7	27	0	76	8	0	0	19790	Atlanta,GA	Baltimore,MD
3237926400	3	1659	1716	2210	2215	174	-11	0	5	17	0	0	0	0	0	19790	Salt Lake City,UT	Cincinnati,OH
3237926400	3	1645	1706	1802	1805	56	-8	-2	3	21	0	0	0	0	0	19790	Atlanta,GA	Raleigh/Durham,NC
3237926400	3	1946	2001	2133	2143	92	-36	-3	10	15	0	0	0	0	0	19790	Philadelphia,PA	Atlanta,GA
3238012800	4	1245	1257	1712	1720	135	-9	0	8	12	0	0	0	0	0	19790	Denver,CO	Cincinnati,OH
3238012800	4	1727	1831	2109	2116	278	51	2	7	64	0	0	51	0	0	19790	Newark,NJ	Salt Lake City,UT
3238012800	4	1236	1250	1437	1445	107	-5	-2	8	14	0	0	0	0	0	19790	Atlanta,GA	New York,NY
3238012800	4	921	933	1104	1111	91	19	21	7	12	19	0	0	0	0	19790	Atlanta,GA	Baltimore,MD
3238012800	4	1623	1642	2132	2147	170	66	53	15	19	0	0	66	0	0	19790	Denver,CO	Atlanta,GA
3238012800	4	1431	1526	1650	1655	84	27	1	5	55	0	0	27	0	0	19790	Washington,DC	Atlanta,GA
3238012800	4	2242	2	207	211	125	171	137	4	80	3	0	34	0	134	19790	New York,NY	Orlando,FL
3238099200	5	1140	1259	1453	1503	114	95	40	10	79	17	0	55	0	23	19790	New York,NY	Atlanta,GA
3238099200	5	1913	1944	2046	2050	62	7	3	4	31	0	0	0	0	0	19790	Atlanta,GA	Tampa,FL
3238185600	6	1259	1311	1548	1556	157	25	29	8	12	0	0	0	0	25	19790	Ft. Myers,FL	Boston,MA
3238531200	3	611	623	831	839	68	-11	-4	8	12	0	0	0	0	0	19790	Sacramento,CA	Salt Lake City,UT
3238531200	3	555	607	649	655	42	-14	-5	6	12	0	0	0	0	0	19790	Charleston,SC	Atlanta,GA
3238531200	3	1104	1129	1240	1245	71	2	-2	5	25	0	0	0	0	0	19790	Atlanta,GA	Richmond,VA
3238531200	3	718	730	952	1002	142	-5	-7	10	12	0	0	0	0	0	19790	Tampa,FL	New York,NY
3238617600	4	1900	1914	2035	2045	201	-10	0	10	14	0	0	0	0	0	19790	Atlanta,GA	Salt Lake City,UT
3238617600	4	1937	1952	2117	2128	85	-1	7	11	15	0	0	0	0	0	19790	Miami,FL	Atlanta,GA
3238617600	4	634	647	805	811	78	12	4	6	13	0	0	0	0	0	19790	Atlanta,GA	Washington,DC
3238704000	5	840	907	1118	1128	131	5	0	10	27	0	0	0	0	0	19790	Boston,MA	Atlanta,GA
3238704000	5	1721	1746	2056	2106	130	7	1	10	25	0	0	0	0	0	19790	Salt Lake City,UT	Dallas/Ft.Worth,TX
3238790400	6	1116	1131	1243	1251	72	-4	-9	8	15	0	0	0	0	0	19790	Sarasota/Bradenton,FL	Atlanta,GA
3238790400	6	644	656	1345	1351	229	-9	-1	6	12	0	0	0	0	0	19790	Los Angeles,CA	Cincinnati,OH
3238876800	7	2	29	2	9	33	136	137	7	27	48	0	0	0	88	19790	Atlanta,GA	Nashville,TN
3238876800	7	2251	2316	602	607	226	-9	-9	5	25	0	0	0	0	0	19790	Los Angeles,CA	Columbus,OH
3239049600	2	1315	1326	1510	1517	104	-10	-5	7	11	0	0	0	0	0	19790	Orlando,FL	Cincinnati,OH
3239136000	3	1829	1849	1951	1958	242	-3	-3	7	20	0	0	0	0	0	19790	Atlanta,GA	Santa Ana,CA
3239136000	3	1111	1124	1308	1315	44	-2	-4	7	13	0	0	0	0	0	19790	Nashville,TN	Atlanta,GA
3239222400	4	2139	2158	2304	2316	246	-2	-1	12	19	0	0	0	0	0	19790	Atlanta,GA	Los Angeles,CA
3239222400	4	555	605	726	735	81	-13	-5	9	10	0	0	0	0	0	19790	Washington,DC	Atlanta,GA
3239222400	4	1327	1352	1456	1500	64	20	14	4	25	0	0	6	0	14	19790	Atlanta,GA	Sarasota/Bradenton,FL
3239308800	5	2343	2356	510	518	194	-1	-2	8	13	0	0	0	0	0	19790	Salt Lake City,UT	Atlanta,GA
3239308800	5	2157	2226	2338	2346	72	38	27	8	29	27	0	11	0	0	19790	Atlanta,GA	Pittsburgh,PA
3239308800	5	1547	1607	1821	1826	254	4	3	5	20	0	0	0	0	0	19790	Washington,DC	Salt Lake City,UT
3239395200	6	2008	2027	2121	2124	54	-6	-3	3	19	0	0	0	0	0	19790	Atlanta,GA	Daytona Beach,FL
3239481600	7	1700	1719	2050	2055	151	-17	-4	5	19	0	0	0	0	0	19790	Salt Lake City,UT	Chicago,IL
3239481600	7	902	914	1035	1042	81	-16	-8	7	12	0	0	0	0	0	19790	Fort Lauderdale,FL	Atlanta,GA
3239568000	1	1310	1325	1349	1358	84	-11	-8	9	15	0	0	0	0	0	19790	Salt Lake City,UT	Los Angeles,CA
3239568000	1	1318	1335	1632	1643	117	5	4	11	17	0	0	0	0	0	19790	San Antonio,TX	Atlanta,GA
3239568000	1	1527	1540	1543	1548	63	1	12	5	13	0	0	0	0	0	19790	Atlanta,GA	New Orleans,LA
3239654400	2	604	627	805	812	98	-13	-6	7	23	0	0	0	0	0	19790	Philadelphia,PA	Atlanta,GA
3239740800	3	2328	2337	612	618	215	-22	-4	6	9	0	0	0	0	0	19790	Ontario/San Bernardino,CA	Atlanta,GA
3239740800	3	945	1015	1059	1111	104	8	0	12	30	0	0	0	0	0	19790	Atlanta,GA	Dallas/Ft.Worth,TX
3239827200	4	837	853	1018	1032	205	4	-3	14	16	0	0	0	0	0	19790	Cincinnati,OH	Salt Lake City,UT
3239827200	4	1347	1405	1557	1606	52	49	26	9	18	0	0	49	0	0	19790	Huntsville,AL	Atlanta,GA
3239827200	4	1910	1939	2058	2104	259	22	4	6	29	0	0	22	0	0	19790	Atlanta,GA	Burbank,CA
